gameId,puuid,championId,championName,teamId,lane,kills,deaths,assists,physicalDamageDone,magicDamageDone,objectiveDamage,item0,item1,item2,item3,item4,item5,item6
3963584630,0LsOEgMLKpZE4GDIuD7DPFLYR0k908gnBRUOuwEMthiqx_fx9xVzC5thk1iKx7GrhLgQ1vNpmJfoOQ,266,Aatrox,blue,NONE,8,1,8,15899,0,3208,3047,3053,6631,1054,3123,2055,3340
3963584630,aYHCLbuDOF2tSl6rerxFEl7WZFBXwSdONtycIaXTsKtKC_rNODdm_j2xMCcUOnJTroQoyx_0vJ_Tmw,120,Hecarim,blue,NONE,8,1,5,6531,1379,20299,3742,2031,6632,0,3158,0,3340
3963584630,5BnxLHz9LHvY0n3Cn648o2xFvHCVOUuhdGvQUez-AqGDifix8W79XykFLY8kc6eCkptDLkaZMVp-NQ,517,Sylas,blue,NONE,3,1,1,100,5995,1828,1026,1028,3158,1056,1082,3802,3340
3963584630,9NqCUvrX3419okaQoE37wrl8Bd20nzDWDzhDf4N6K2UFoFjjYjaNULyOH4quOaICLMKPqkdxTZ1wQw,15,Sivir,blue,NONE,3,3,6,6228,232,3319,2031,6671,3006,0,1055,0,3340
3963584630,UHi9kegUGzrNWJRYylHMod_pSq4vIaJf1dO9WTuB9pTSqGlrsKfBm6ZsR_kCl0NdqrbrhFUzecacFQ,26,Zilean,blue,NONE,1,0,10,778,1796,715,3853,4642,2424,3158,3067,0,3364
3963584630,oG16_3yvNPM-T1Km969aGSHg4bbMv-uyEzik2CTOdHr0XYt3QUzJktnNRrf553H9HCSPOUtOksXPsg,126,Jayce,red,NONE,0,6,2,4045,1211,0,1055,2031,3134,1036,3070,2422,3340
3963584630,1JHE-cI0e9mmRcHAz-SqRVWOktS20oBXN_QNQB2538LbWiqkZFEntGOZkHTQHR_bd1oI6K0jFGhjCQ,131,Diana,red,NONE,1,4,1,1150,4515,5156,3115,2031,0,0,3020,0,3364
3963584630,GNUGu0TvIozOQOZOuZwwKYJVGG7C-9GeKcMYwaSDTCrZwuvJR-zaYxRgHH2hZQZAc9h-hU4DYnoPGg,64,LeeSin,red,NONE,4,6,1,8584,2942,934,6630,0,0,3047,1055,0,3340
3963584630,yoQsRnagqeu4rMfJhz_HFLxUrkCT9l2mV5kk3imW3P6UeiDMqYFnkmjsCXl7QM09z_7lw01f7EJQEQ,18,Tristana,red,NONE,1,2,2,2872,1258,117,1055,2031,6670,3006,1037,0,3340
3963584630,4oc-XdCuqr3zRhfMc6SS6qEXOyAKO0LAaRbkVmwZiTL1YJABv81JINfXrGrlzqd3nUr3tWu_r-RZow,111,Nautilus,red,NONE,0,5,3,1165,2494,874,3067,3009,1033,3859,1029,0,3364
3962097788,iIp3m2X6K24oX1LMzQOOq4ePFvFnyO3lD8riUibysnwjm6cwRYR2O9tK_Q9P9FnawUkTlw3Nq5OJaQ,114,Fiora,blue,JUNGLE,11,6,9,15324,1430,7120,3053,3111,0,3074,6631,0,3340
3962097788,6dTAQ9JQBTQEuRz-6ONDOkIwTZN9QILe9vWvggatbNIbLxfLKQtL8uWPYTx69O-fd6eMWfj3sTVLaQ,245,Ekko,blue,JUNGLE,9,6,14,2759,15423,13046,3152,3157,3108,3100,1082,3020,3364
3962097788,ycsczx2VWFk2HMv-pkHprpxn3QZrYuuez7ZYu9MZW0edFXL15XZ9CqXJcqRdJknC57Lc2njjs5Zh_w,7,Leblanc,blue,MIDDLE,2,5,9,1421,16442,6609,2033,0,1082,3158,3135,6655,3364
3962097788,TQwJE3B-W7lvJSaeU6A-SxH8nJ7pZSlLomJTNSSoIt7vYaXJ48QOnKt828e0u9Bi5uAGODPs4ihiGw,110,Varus,blue,BOTTOM,16,4,14,29242,3005,22197,6691,3158,3042,6695,3026,3134,3363
3962097788,upMzCJYnh_RNOYAqATzBf4dOiRgEV7Xii3IqrPnfE8-nziVCco6WNNV-8YQ9ULMww6swSu1kFCuwuw,43,Karma,blue,BOTTOM,3,3,26,1346,8086,2733,3011,2065,3853,3158,6616,2055,3364
3962097788,nxkDkQ7B_cadl1KHrgp7-4W2W7RJrXI8PGR51PVh9A_x_Bg4yGPgydaD9u97Zl8gQcaLomXBsVkhVQ,13,Ryze,red,TOP,5,9,7,1097,24912,2536,3158,2033,6656,3040,3089,0,3363
3962097788,njvkX5j7HJemJ8_Fx4e5_5lAQB4Z7Sb2QCME7iXLSMUy_MYggoJsmiFDysrM0UlSaxLzoSPr6KyCJg,141,Kayn,red,JUNGLE,13,6,3,21083,3707,26088,3042,6693,6694,3134,6695,3158,3364
3962097788,KTY-gUFxw_O6MAfi8tjZjLKELzxE-EFjvhQprIObCjbaujwHkrM83bCAEyo44Z_Wb-MyySUMNwDNWQ,234,Viego,red,MIDDLE,3,9,7,17645,1613,7050,1033,6673,3111,1054,3153,1028,3364
