gameId,puuid,championId,championName,teamId,lane,kills,deaths,assists,physicalDamageDone,magicDamageDone,objectiveDamage,item0,item1,item2,item3,item4,item5,item6
3963953692,q-uZf1-lnWKGsnw-q5TGuI9yjkb8eRa0d-EImzzV4DZltUyV8kL-6Jc8UkQAj_ld1Q3Dv3P8cFtpOw,122,Darius,blue,TOP,3,5,4,5399,73,645,1054,3047,3076,3078,3044,0,3340
3963953692,JlMAOigAAVpflCPyQBf2fYk5CCSphZgZp19hNffv7Uy0mzwwLlZnbxYEOgYYH__88cZ75pg7gTWhug,245,Ekko,blue,JUNGLE,3,5,5,953,8063,12170,3152,3100,1082,3020,0,0,3364
3963953692,fMQFupnfYTqZGEHAEHvazVCT9DWC_APtI51CnfpnBnZ9Ae7WUojZ_fxWx7A0Z15I1sn4XYbDxwVS0w,517,Sylas,blue,MIDDLE,6,3,2,163,10630,1419,6656,2420,1056,4629,1082,3158,3363
3963953692,wvHcm9NnhVpYhtRFQrz06BvvrW54I-wa7P0gH8ZyrL2uHcaRbGj-rvhD9dJw-y337gJNWL1dVZoSdw,15,Sivir,blue,BOTTOM,2,4,2,6326,0,362,1055,6672,3006,0,0,1036,3363
3963953692,-FFpaag3zqXmHFs1Q8rvsMNyNBUNakNbL5CjlzQnUZjSvwoI6oOPJheBbNen4nin4L5ViXDg1eZr5Q,43,Karma,blue,BOTTOM,1,4,4,198,5360,180,1001,3851,2065,3916,0,0,3364
3963953692,pPS_Q2A_U9GAPjTnM6bg2VvX5xae0FhrOPk2zlWRrqqKeWbchQmdNwmXdizttK3XegetWlDSNLO7ng,133,Quinn,red,MIDDLE,3,6,7,11984,73,2980,3153,6631,1055,3006,1036,0,3363
3963953692,57ek7wA2NeVXNc45WVbvsRx3R8vKojZFh2eU7-W2G0cfklo5KtgbKgTfNqNIwGuqCbLfu7UIL9H6jQ,203,Kindred,red,JUNGLE,7,4,6,8468,1827,21313,6672,2031,3006,6676,1037,0,3364
3963953692,7_gbeY97g6y1si8WgVRsPK9c6gtsiloVSYcjnKWUNOQ6hP7EreiJlXhUDRhOXfaXWfTs7d6IbIgvtw,68,Rumble,red,MIDDLE,2,3,4,359,6780,4424,3152,3020,1054,3916,3108,2055,3340
3963953692,WGY6qjJdYf8o_T4RScVCGJNplMBWW6pKSy83VqBzeI52QkOPAFt1fOmi-lrLUaYwOEjvWoZzCAsnQg,81,Ezreal,red,BOTTOM,7,0,5,11253,5425,12581,6632,0,6609,3158,0,3042,3363
3963953692,p4NigUWYtiwKXVaSzaCykfQ3GuenXQakRSIq69tUTGBk222l5w-cJvCd0scE4Lv9ck1UO4tvw5Tz-Q,350,Yuumi,red,BOTTOM,2,2,9,676,4625,2539,6617,3222,3853,1004,1082,0,3364
3963222604,KPMS2D44_jK95M1yYKpecYx-3Uvq86v1VDNzUBNBs3Jgi82RQlLj4u5o8w-kuDuh86d_3KJS6GcjFg,14,Sion,blue,JUNGLE,1,6,1,7055,2105,4283,3143,6631,3158,3076,1054,0,3340
3963222604,s4u6AaElFckX2Bd7ynJXJOvx_2KSgMFq3JS9fdiPBwpizERnzC9YIjLVOgiTYW9A4UkkT_3GelqnNw,777,Yone,blue,MIDDLE,7,3,2,8854,2376,3319,6673,3006,3033,1018,1038,1037,3340
3963222604,n7AWsbaslrr7qf-rT2fVF7l8tpUt25PlYXye01nswWbviqp4LsDLYQUSLMI5gGF9FmRi7OAV5kTO4g,121,Khazix,blue,JUNGLE,2,6,4,5478,155,0,6691,3134,0,3158,0,0,3364
