gameDuration,gameId,gameResult,participant1,participant2,participant3,participant4,participant5,participant6,participant7,participant8,participant9,participant10
2003498,3968375663,100,CPGh5Ku0fmEc-NvFUkVP3Aq2haZ-wjpg1y1PIo8ejqDo2gDtiv4t3wg5xEti91B7NGLFDFUoXO-pWw,t1Pl-rrUz_J1FrtWypt0US44ovTKeiJ4lOpqRXk7nLEm1HJPjR5mjcdWQ7wRlXNjc8IeutlZEV4N1w,eT_stLVc0K24gjlOTuY0uIwGW6zK-AWS-JJ9tYdjC9oE8bVBxH9mxokj2Q6fajIHcyARAcdtGNBZrg,8-YVr9-pG_em77iCLT6CAHecy0-X95AkgTIK-VONTDnTBqwzMYPlwG2uPPQ_PipQtIKUHDUAKMN2ig,87t8pCKNb15V-gwIKcxZ7Ot8zoL8FY3wmxQ_YFmREU1sZees19wR44c2Hb8gpG0ZML8qiQmc4cd0tQ,4F0zKNdklUg-Ye23LQawazUZcUd7TAVbsPnarNhLAZB1tvCBos5eZ2ZFI8tdbAWGKDtwTk3sR9-XGA,2hmLkJdVORM4RlhvADu2AS4KT_bJAcPfgQ_f4OazxRcOjpLqWBLF0MFIlEo46lrGCtktdxqcWKRosw,E7wb6nl6nZPN9r6U0HzHL9mBpyNYUUBUUgPnVpUokRYJGb3jE2ce9jryPgtqOCxHu06JYc7Z4e7tGQ,Vlt8ygLN8IL5PhTujGIFC5r-LMvwWiCSqN4PSFrDmccQsjVib-s9HeJ3VAG3A926QcyUSILBzTZZew,cRqz3ZaahNXNI3CWSZlGazdXAhWx8XdCuIJlVlwWXM4X1QyFyS5kAr1QkPNPNKVWT2UtwV78mnPvTw
1259636,3965206666,200,Ky9VLp5nF9rnvLXGvKBS9E0XtWWTeYOpdgGrkYh6dNlf0UdMgY9xKpr5OQL09Ira8fXDMYGeVSqIzA,OUdzlUQu7B5AMZ4qGPSjUvhyBDlzXsNcQ-mi2mM5n7MLqDl4icbrsRDrLlydH6pYkKUeJebAK3pM1Q,JDYh6KojKProPeFACQ7ddgxsQxAZd6xv8C48COEcoO1dzPkBmJqh6vOn_4uvxqYg1XH8zN7qddnDOg,xuD36zGtOAchzTlFFkPXf5zr9pmhTV-5k9F70lby5CaZ_CTY7H0DQYYZ33u3eLHiwlrep7jzZVmrSg,L42od1dvZczGtgEbngFSFMh2uIHBPBjAlOKAHd1OQztRSpRPkFwlN0IXjHAegoY6kDC3fsH7oWxDzg,yIc0GwgQpcycteA5QlEFXr-YoN2_PoHcaCZGCxO_zGAfZMuVpw2c9FZ8dDf_fhAQgkmcNNuer_0qjA,jInizwWMw_pd2TyUoJTTsjlpn4hDtjX0Feaj1OKJGNlumbz_s1QVBCpIuedNOf3xaGxuJ4Zx11jSrg,OcOj3fDT7NaSqwFSIhx2-WcHcO-q-7GIbYhdZZKnc1HUlqL0qivAnA7UkItYiQQ8lJg5S2z6v72J0g,7KL36kDBfumHB_AlTyAWgM4X3eY1Cc0v37TqLV4mObZFZ7-0n8X3n23K2hgVFzPjiZ2kRu1KzMHyDg,SbsNJONRzT3Hee2vore7lMpg2XEwTkRO21augXPl4hNo_lY8e59Tp0f4KEqj-z1QQ-TE4l3GvbHYHA
913881,3958583960,200,raKBcfVgewS2Y605O4BttjgnN10v6bwyf0ic622yXB-6xzQsbbI_Vz3NP2MSLtIkYqZNDr0Z1K_c9A,l5F-6I9820k_LuKAFgwcw0SEYlGmbchre-0mLTyMIHdwj0cac2Wjp4Pmy26zQCz_VidZRNKLTh-sJA,AJsdJMAqR96edq_EJLA3BV8Gzag7UKXl_MbKwIgFrTzaVV4p19Gt1w_bikPX32UyDWjmjXMc8tXkhg,F4W-IR_N3OcloGaP8QdxIBzQSPL-XSVhWeJzdA8AhSFZXWyGnYbCtH6JNVALpoDb5zZfb8viW7B20A,cRqz3ZaahNXNI3CWSZlGazdXAhWx8XdCuIJlVlwWXM4X1QyFyS5kAr1QkPNPNKVWT2UtwV78mnPvTw,j9X4Nb6VO5FBpjyTGzoH1cO1M6-iYufWag0IfSasB_5ZGbixwo_J3pgfLksSZ88K9rep9BOIJNogtg,0RKv4qA8mRdcpwfnex_uDKE5_UzceNXfdlVnNIQfmF8WUSsOwe_7WszIGHj3J2HhcVsJ4EQfdYXbYg,qtKB0SbSMF_K-aBjgveL7GhRjAF8AVwWXAewMypfQq7sWd017flOd2RAJvfivygfX9-tJAtPO0dt1w,gA2SgenyzBbVVvEm8FjELV_bvjRiVyMCMCIPVg6PE1otHadXjhkQazVsQQHyZccxh4x1tOOnaLPWng,98ipRHlylxH-R35JDs0uex3Tu97Eyk424TexzBKSByDjEVSgQr5-XMaRetu16Z-23e_0HR1zGi1fSw
1331444,3966400931,100,Gr4dDuqQ79VUKMPiqzlv4AdR-ww1GthI0TnziDYFrXJa-wamAjQmGYaYTOxKU8Hcy43HuaU3uNVnFA,cmgFbAg90aTPQTjcIM9ZKurwTRgftE86GQH5TvFmh9xbC0BIV9FFlfPMDGn8wBYUutacI0VOD-62zA,pph4_OQiL4ywF9_6ya5QnqtVdybRZyYuhLQNsbglE64XFNdK50M6Wj79w-u7Vay86yX3Toqk7I6FVg,uknQY4pGMvTPxXRUVTthoGFdBgw64YyAq84dGT7fB5R5K6RCt6PrUNBrqgPQniw14wOSfTFr-WGrZg,NYOzwJ2DQPmDa4-a-rxjjJnyQxE8-LyetlhfTwHPfB2RHp8lOdwf0p07l0x2gxRWKFKx3X0D8ioDhA,Xx1BJp-rskNjK14B3D_73ZyXC-yFBgLoiG_-lRuvhgOJUpSfiQ7tArShAZCkdpY0uCzt5CPqjn1w5Q,aH8f3eyBeSa3k9BTNEIjc2Z85bJEFpSAYqZt2PhuNkIHKhIJztVdpDp4AM8P1wnRJe1Uo2NbF8Cu8w,-nF7EFs1TsVX7_pM-eoAYEztadshGnyXGZt8tVjgwuLES8AqZgrfNNkUpVz1LNU_ZFW5splFQAwk9w,hXiPzKMHtwxjXz9nMT1FecBDILTQ1bcH3_1TyVCDCc9XA2FObLIP5ds-jKJiTH6sKD8wm-zu_Q7GDQ,toROENO_dvQBpcg3IeccGh6ts2uTwpzNmZtlNGkadQGCLvzE-8DHoVBXCf04mzFxKoPe1QDsW3F4bA
653103,3966789314,200,S9NTr9BTw95c_XC87HlSOAkLXqhikXlRIdj50VOkWwfdXcQhTQZEzusci7RnHOYmS4Rqxji4J7wLNQ,9IZFT1FDoNYoY_EyGOE_5OYwEnzugdHbs60NrpvKNhIIK5fejlM13aPVoIWrhvhJCX87__aSpVnYdg,rSWv9sXUKWRePD7iuU7BK0cVkrSyO3zKfmmzJr7JvqZZtgm0k3aj1bRlN-nV40AMGiwtyREFF6ejNA,mynnzdhkrUc3rVNvLz2YkAQPEvHQkqMwB-kB1481RF5F1A8mEOjraJJZRF6S4YnL7fpqAmx3f-o-2A,ldxJx5FnNeHQr2Q0gekeaCO1fAb5mqS3G3O25QK5RYO5MifWDV6QNeO1SglHIj7iOMSczWL2V89f3g,FcM-TtKdgXMsPCliKhbHt2qPY-ryzGvKas9UTgNwOjEgD2YAFo9XDBo4vqyzTSfFaG7loIjTO8oR0Q,cUfa14kUbFRqtOGWfly_Sz_6xxlA5W1_b1lDycCS_A6j2MauuVX_vYg6AYWSuBmHh4U5IGxbO9Y1ew,tbY_NckPQSZ6p3AhJBJpH6UsdyW6rzqkk-NASFKZka-guJnAnVVokg8Y_xRVoMkCwSqJnQuCRbUVOQ,HmQfWbzoz9jf3nY4mvegzjNqL1sYQYiHpGwdRLhYa5tmz70PDlboSNIwZoJ0TcL4glxfQRrnhHoTVQ,FejL7D_W3GD2vEVQ3VS7RCME7Cnx9ahEQRT6uR3nYAt0alaKIGgLGn6_5RJoN7_7YEbQ6lTjhiPVtw
1428859,3965183460,100,Yst32jh6swStVMvKNSyj_sQLEVVDFfUi0xnAJJdvSu1s05nbOF5pEKaKhuLUhfTdbH8qvBPeYDkp0A,PaeUQHqmE-vUGTIIzOEQVVwckG0hZ3PVYVskTTh1hSUm9WC6MjesGFWxXrdwg60FhvDKW2BeHNh2ig,6-SBgjGldhHoFJ6v0CL2hbnsfP_1OzQkMLumhkIYrRwEYqfKZTtEudFe0hvl2loT-RH6Vhz-YkviHA,PhJaBJ5l0OtdyV8xr7xkiiNaqcg5WRxZNcLdaBvoxglzq3hUxwF6Ng4_DLiRcA-1zjODW8CwZZKQ1Q,Rm48t5qDNZN_lOQz39PzOQhvyf5R8Ofa-Kxkv9QHn3IiQJ9CDXo61n5EQnBzNW6NqEl2Tb3UqvaRJw,UfRUTdzj_IviN52R0O-6WrmcqTvsEr15OXc5h5GaKj0jzYAl-v2xRRgPr37zKKaIAs5R75HbJ1owAQ,0gN51_mgzol7tLmtzOlaueUof8aA1wgie-x4Wy6ltI0nnAzV1lPScUgD8_wLRsSq5bVmwvHxQJ0QuQ,eJpk9861bRT0glTbQjmrFc9QeWZeiHbmtDIy1fP8uKF5QL_uer1cKmdCkE89AWSHq5eQnTlKsYmF0Q,h8f8sItg-vctYYLZVLHs_5Z2CGoIuS0hC6by-Iqxw1G2ciKAEdRIDVUZVUKqcHOQx-tiD4-J7C_acw,bHWI8hkfGskWuWCamARXN4B5gx16BMNTqozanwRntHBbc0UorxxCBB0x-5blbKkdH5s2qmVJ2VkR7g
921533,3966866286,100,AMZPbQiC4EUhtJN1NFPQgL45SdZAbsE__NyINxlE6w8iTPqZ98zUfunV4wcuhzbpjH_ypvVetBhdZg,fVhBWQlIJ-m6C2zlyjTW2Cb5UWot7u_OaeCQuKPIUPhXBsr0cKxHTxITqomjY-yvi4okh3woPFC9eA,BU1YCy8ufvfymY7EmmaDtUJAP-emOGGpRgOn35xJ5q10LCeQV8qpPl1pz4O42FFty8DX1Q9n1lTgeQ,AjjtmRFtCboxVXmm0KF8vzPOQyhRnAs_r8iWOkAlSKGlGSyxENjYyKCErdSbfj-DXxHiQOK6pCopkQ,ZXkIHnRbMahoWMQdhIDRKxlfBkNhCbISQOx01eCRRAkDusg8hGHqitiraKhvxx3BHEKePe8Z09jnUg,pIQZc3qwjjQMuwHudwADXo6s3ArKPw08Q8ofBgRRAVQ9lDLSxfT6BLV_S4Oky1bvt1TaBsempYAIbg,HRn75KXeDGXqWcLQTbMEHOObtF8_zTcHmCrdsqk221cQQkpd5NyOp6EhOmwpj5K0B8NXtB-1Lp6WQQ,U1P537otRMFCDc6XyPL2oR5IUGDOcpPSEuExJyLeZjubobuiXSkadJkhLkKGtW-t0x-XJmzLhejQYA,k6i46wSLXce7_S5yqVldSIdNlBUq8NUmCaculw1t59_8Q3mrsxpv5pXco4wylCRNEvaIKdLi7PCNfQ,ol9XQu5C8TGFPSsDjfJWL_9kmnV3n7XkGNZBjp0H2jjxP5FAWJ_amvyeC1bLh5SRQmRdFCySiZRK8g
1282583,3966681754,100,lR5CjIRc9hMG5WUkAkIflDQVzeUhSALCvmAuEoIHgRUagmdVb0mMQuTJUz4T7LzoBxF1UtSSoqZD_Q,EZrn0ZDoyMAYDbHzHwGL5kiGmI_spfC4OdEAZoT_7AIr87xidvUF53sq0u89SZlq2O91H5abG7sMVw,mJfC270peX-6yRp4-PjrsEeQiH24yhTqc2i2ZX9rkzcznvGwMkfZ2cM3ZSJXQ6BwRlmgku88hGrO5g,jYFaaaljq1JWAM3o9bNMKnHHXlwP_984TNFlwaOXex4mUZKOXAGeCWtuyRvORlnI33FCKWG4Fabb-w,hDxcwtSdh6IPViWQED9Q3M7V5L9q_MazO8pPauf4NjJi0G256OFYmL5H1Btw3FbMIXLwDgGkKQE0HQ,VYxaz9D-uRQ91zZq8diMjzJB65UaT8s6PYDpvf2TFMwCf1CtaX_wZZkGiHoruH0irry4kjEIPkOAbg,3-JNBavWxMFLseFEsdAwGfPhWBgR2lXpeZc1xkO8ZSFBvzXBLExEAZ_TSAK9jL4YW36vQ6PQvYifRg,OplyMkaaZaPhgVgpxgHzK_ht2ePokHjjinKpD4sO6dYIBGb-ATRg8SqrARh9ym_PyEi5ZGK-pf0zPw,I8WQJSHZ33vYRDuO8tyjGHIslEGmmbIUe-jPoYPl7duk78EZ2BywfnvW7ABYlfhAniXX_7Ln0FPcUw,jlUun-4Va7NA788NTBPm4gtB8rd4o7uIzGkNS8yzAX_TGQf0Spi6yQ6HsXHPVLbyRVyKzFSOQR1-cA
1214785,3965304712,100,aiJJVPRAJotZ6KHssX6hXTG2I_35Y561lGlZPE2Eu2uPueKj9DHuWJpeObejseejUijwHOIObtWVDg,llw2eH0euUaJxEfCiFWCW2Ctjr6kiz-WeYMykpzyoESwl5PLhLdXOJOsSdzl2IB6JgLRvBzdokZ8bw,31BbpbJKy64se-uSPi2VCCYZIFR_shxbSekwDQAiK3CrLSOscEID1PD4qz0eun40Y5wmyAO15dmRvg,AsCJr-rPUD1Ysc4G8diytIAGkbWseMlB-_qkR-69HUAnrLxZhZXtwIZJD6yuPhYr4tjk1-IdKrPVxQ,SprztHQjewgjS03OSKe2p_kp_u5-TmjQxq3MNnC0BQkVJgjQ0wFmMt_NaDMIGNAZ5h8mQeVljSk3-w,njg73d6yRhKIKybkuJkemeD52_HUJG5LpxNuwXSeFhmxKKD-5CNYu5d2DRVLZGjjTpuaz15qpL3_Vw,HRn75KXeDGXqWcLQTbMEHOObtF8_zTcHmCrdsqk221cQQkpd5NyOp6EhOmwpj5K0B8NXtB-1Lp6WQQ,qmmuljkJdjH6qJdYhD_ZUY-KfRcU8MK0sNy_Sxj2wsbUqFDJr5PkXY4zke3CpCnGKL8KZFR8McwL_w,BF883ESX2fJmCwCOlrHA1AIKmaBe-cJDRn7zUq-HKdSBFZdyu3wKfxXOnERrFyzk1KgCfz6OLA0YaA,xPs8WE82I3fkaN2mDfjIkQugYKX-QMdSnjuo6FPCyYYYeaXrdzhzglZtMLWI995xIf0D3T-PdX-l4g
1379817,3968827829,200,0j3yjUadXc8-pgnprqUfGaH9M0K_eGUpuWHmy_ycNnEFMvs1-l-ta7F84Z0zgdnAHTHHAxcXG9SpZw,FZVm75wODI0MF0aO5gUXMG3g0AoTl30yV08tkeq9gTnR2mOMucWucODST201LaOqitJ5eu9tDuOI_Q,VfkeZV2S7td9u3FfkeDC-TuUR4I5CEqQpDiz37il0wbUzKL0_aHJqD5VBCYqqV9ieYrR4V-mih8Org,HxnLw3tAX57hY0i46uzQQPBIOvcw0qoh5LpR5lBtA8JCzkg3bdF8lBfbPm0oIqljGt2GG2vX_YxW6A,IDxPhVFcXzgscc53B5YlhHA5nX_lJfBJWrQu7ftbDmETtwcdFDdi4zwe83glv2D-EWkcDT-mcWp27A,TbnVKkTJmHobHHj73NHoudu2oarSyZQGuCyz4leUdTFHUSn1snsaheSelraSmutGoG7SPQGSh4v9QA,QMigym7qsOMVzSLFW6IYxHqcLhGgkac-1ukyzF1fbmn47VUzMxcXmm3rvLqGt6B8cuplJmFoTpHJmg,yh7OXM_DCON_az-AhLiUr2g5q3rC5VXetUFRaMVxu4C92OnbIIDx2B2ZG_b_x1kFgxmFiMqGH7MOFw,ikDnjo_aYXuLYSkXhfBqAId7MuAV10RM90jiOloRFxMTuNGxQuYU9E-Hh3bkHY0DwhPZ483yUv8pjA,Uwwyn1Jl6asUgdB08BPrntCjeQv_P5C_kywc_lPiSIeuiUoTD5dlErsE81256_4VapINYaTf19lbXQ
