gameId,puuid,championId,championName,teamId,lane,kills,deaths,assists,physicalDamageDone,magicDamageDone,objectiveDamage,item0,item1,item2,item3,item4,item5,item6
3958060932,4egviuHz9VARs8iEx9ZQfI0x69bW5YiJ3KyIqETGHXMjGP_A3LzLjIKh6CvkmLisKm50e7EgZq3-dw,24,Jax,blue,TOP,3,1,4,3927,1377,3122,2033,3078,3047,3071,1036,1028,3340
3958060932,Kmp6PqSFZeRwej1J0G4c0_R7dNNlE6S_3ZxLJDZY4VpO2eO1d4kZjrS5AqeEGA50mRw0Gt3ot____Q,421,RekSai,blue,JUNGLE,3,8,5,4580,0,11169,6693,2031,2055,3047,1036,3044,3364
3958060932,XzjTjuhApcgUZlaQHUD_EYZfEAX3i4HeRLjnGDCJRDJpNMHGIlpGXdctldT0QieXD8JpQflpOer8HA,18,Tristana,blue,MIDDLE,3,3,1,4762,799,573,1055,6671,3006,1036,3086,0,3364
3958060932,8Gts8lflqfvVkql0JlGwjIh7EIxP0-rqifFnQF3c9hK7KrpHSYnial-rvGS2VtdpK1jPhLiHafmZJQ,55,Katarina,blue,BOTTOM,2,6,3,711,4602,0,1055,1082,3020,3115,1026,0,3340
3958060932,FcM-TtKdgXMsPCliKhbHt2qPY-ryzGvKas9UTgNwOjEgD2YAFo9XDBo4vqyzTSfFaG7loIjTO8oR0Q,12,Alistar,blue,BOTTOM,1,6,3,335,2583,8,3047,3067,1029,3859,2055,1033,3364
3958060932,j9X4Nb6VO5FBpjyTGzoH1cO1M6-iYufWag0IfSasB_5ZGbixwo_J3pgfLksSZ88K9rep9BOIJNogtg,41,Gangplank,red,MIDDLE,2,5,1,3945,821,13043,1001,2033,3078,3053,1083,1055,3340
3958060932,W5jDoenXcyTIOy19UiM3snNXRYBz7oOnV8c9VkYEeQhwRS9vIoqfg3eVPpfSy8jOiOjU9llDtXy7eQ,20,Nunu,red,JUNGLE,3,4,10,399,6208,17191,3020,1028,3152,1058,0,0,3364
3958060932,PojXGSqXZV43kwqw--lgNXYW0mF4h0-iMw5b2RdYSloruKaKalCuvIMVJQSbCHkyp4V36pkZ0jCqww,90,Malzahar,red,MIDDLE,3,0,5,151,7343,5536,2031,2420,3191,3041,6653,3020,3363
3958060932,Ay_O0BcShf-goJ0JheVIbNb3rWhI8kZ5WhYbCkmDuLpt-hgV7Wz3XlkrUXNM8VnIF8j-6N28oHTg-w,429,Kalista,red,BOTTOM,7,3,9,9021,1085,14906,1055,6673,3085,3006,3124,0,3513
3958060932,ha5ESVZEntojegZ1yaPa1L2bqK1QvsnDsZ95x_8HtIyIeMGTDjtwq1yZfCfeIOe1jyM9Y80ST_OTDQ,80,Pantheon,red,BOTTOM,9,1,9,11874,376,6351,3047,6631,3026,3857,2055,1028,3364
