gameId,puuid,championId,championName,teamId,lane,kills,deaths,assists,physicalDamageDone,magicDamageDone,objectiveDamage,item0,item1,item2,item3,item4,item5,item6
3962184748,IdFyFP21SD6jLZFnrNQabua-DSm1tvf1DRzwLiKvLt3W7f1mm1tBgmRiwHrUJvYtibYkbu67_zw7TA,114,Fiora,blue,NONE,3,3,4,4510,1128,6030,6029,3051,1001,3042,0,0,3340
3962184748,wtGHxJHgiiikIRBFrK56KrR9rm6iqNrACfqGoOoAS0AW8uY_qC3aGWOsmzYl-KDsl6KV2gO0NanNHg,141,Kayn,blue,NONE,3,2,8,5046,2,11750,6630,2031,2055,3047,3076,1036,3364
3962184748,wzybGHoW2tBuNE1vQ5ArsrfBg39nsfFGqdJf5jddmChN2fUTAumaDwdwKXw-GtZfjLCs4CuCcqosmg,157,Yasuo,blue,NONE,6,1,6,8048,850,4242,1037,1055,3006,3086,6673,1018,3340
3962184748,JYrRsEurWlnIkvbWylJqLM6fDEAL0mFvSflQuvV3Na0lMcRFncey5qcpsJAJd7cVmfltt9LLp0yUMg,67,Vayne,blue,NONE,5,1,3,3661,0,8653,2055,1055,6672,1036,1036,3006,3363
3962184748,Gpv237sP_kZ4JvqNDQoLXu2wet7zs3Lwzl3ANjKB7LCl_itcgn4D1ygy8z0WFoIedElFZdfuoC_TxQ,234,Viego,blue,NONE,3,3,12,4346,741,600,3855,2031,0,3047,3153,0,3364
3962184748,raKBcfVgewS2Y605O4BttjgnN10v6bwyf0ic622yXB-6xzQsbbI_Vz3NP2MSLtIkYqZNDr0Z1K_c9A,164,Camille,red,NONE,1,4,2,4416,532,0,1055,3057,3047,3067,3051,0,3340
3962184748,Am581Fm388GFdRD-cMSWVtGtxzpbJFXFNzj4IgvzwkcNv_r5xiwRfoNHty1U3ed3Qwq-Pf1FMZDZLQ,421,RekSai,red,NONE,5,3,3,3783,0,6497,6693,3044,3047,1037,2055,0,3364
3962184748,sy-A0Njv6SuSuptxhkzkksNOwBNFm7JyMYtu286mPv4a6B1REvgGXnqJzoIV-21uk5gbfPTBgQ9ERg,42,Corki,red,NONE,2,3,4,572,6657,1977,2055,3070,2033,6632,3020,0,3340
3962184748,Z1C9SpfLR7u-24AY4mqYuIUPZQDBW7-6qAzW7pwLRCvjEYGOZhRPmIrlqdeFM-Y-dgf8eUDLZfOVFg,360,Samira,red,NONE,1,5,3,2963,729,0,2031,6673,0,1055,1001,0,3340
3962184748,BacfbgmsFZDqpAmWrAYjF8N39CHXc7uLtodn3VMf3aj9g2VWLLvrLQffGJplzZvHdyi9dNsmcd1y_w,98,Shen,red,NONE,1,5,3,1758,791,0,3859,1029,2055,3158,3067,1033,3364
