gameId,puuid,championId,championName,teamId,lane,kills,deaths,assists,physicalDamageDone,magicDamageDone,objectiveDamage,item0,item1,item2,item3,item4,item5,item6
3955362104,mK5eDRe1GCZe3kUGpxGYOUjjCSpb5wbQBzHVQPb2OdsvQRBVu7YQkEM5FKbuG7aa4F8wMDSc63Va6Q,98,Shen,blue,TOP,2,2,17,4250,5392,1725,1054,6662,3143,3047,1028,3075,3364
3955362104,NtpbBigR6dK-Mkgc-0sKZMkJNBd7AOK4LotTsYsBczyRm84UeRdk5IcSuYrWYBZr5KwCLpcrHk4nLQ,56,Nocturne,blue,JUNGLE,7,8,13,19085,1762,15473,6631,3047,3051,3053,3071,1033,3364
3955362104,ckaqoEbGMg6KM4-swlqhxf1FXb80KmrLYJvp1Av4C_5Y6tfFuLFD0XUQJU7ceRxE_VLpyTIcD27XMg,517,Sylas,blue,MIDDLE,8,5,9,1306,25992,22596,6656,3041,3157,1058,3158,4629,3363
3955362104,51E4f4MNTfIe1sRz04h62apDRPfKcQ1KOJfVYiQo-fWVGC6culH6cy7sOeXnI1Zcm4r1ZWsIIl8Uxg,21,MissFortune,blue,BOTTOM,8,4,4,15865,662,13889,1038,3134,6691,6676,3006,3036,3363
3955362104,RyScNDqZOIXLYcf1vOI_E5F8a6rasoIb0mgsr1ELp1OIE7PhKBxosIBkGCO4P1fm9uplpr1Wby1rQg,40,Janna,blue,BOTTOM,3,6,17,732,8402,2428,3853,4005,4643,3009,1082,3011,3364
3955362104,Bv5djijOixXAQZOzs2WlUUKcYh8o4leJ-KAO3ihPJe-oeqmlBmsgP5ohZkVsBIO70sbD0zX9BS5kiA,41,Gangplank,red,TOP,6,6,9,19276,10066,14534,3158,3157,3078,3042,6695,6609,3363
3955362104,BRZ7jHMdw4sUI5S99NrixonSM7o3X9rXe6mPCIcKrE-P2R1azEz2f4WqS2KpE-o3NJsd5dyAHqekhA,60,Elise,red,JUNGLE,4,5,4,978,10978,35875,3157,8001,0,1082,4636,3020,3364
3955362104,9S7CRFTPI_w1DXt5mUlji8cXtoThD-X91TRVM5QVwWTaiIikEFxdA1keav9O36LShGQ5WHJI3o2hKQ,234,Viego,red,MIDDLE,6,6,4,18886,3094,10594,3033,3143,3153,6673,3047,1036,3363
3955362104,5_uJb0rd_amWmuBrgii7n-s7E7DBc-o3LtI7KQcKehWTT9HnejS4Fcm1rft6sG_me-Dygp3weKGUZQ,202,Jhin,red,BOTTOM,8,4,8,20679,2942,15719,3009,6671,2055,3094,3031,6676,3363
3955362104,cww2F13TkJ4bq4gqRvuIDPM_a_U5_EneoJbzxFkETfDY395mN55ebkcEVkrE1txXbnuuc0qyVrh2Qg,143,Zyra,red,BOTTOM,1,7,9,565,10439,4492,3853,3157,2055,3020,4005,1052,3364
3957446548,9-8-QgvzGatiFlc7MFTT5k6fLCaMf844JU03o_-c-uI6taGiphG6YhUIB3l-TOO4041ROEqlzUSV-A,119,Draven,blue,TOP,5,6,10,21419,0,15286,3035,3181,3006,6632,1018,3142,3363
3957446548,dKDi0QviNaY_eIgTFFBvnYLr1F5uAO3BWfsS_E-u6ypF1OC99XRzoP8jTjLePUvDnyR5r3jq86H_ow,141,Kayn,blue,JUNGLE,5,6,13,21375,0,11388,0,3111,6630,3042,3044,1055,3364
