gameId,puuid,championId,championName,teamId,lane,kills,deaths,assists,physicalDamageDone,magicDamageDone,objectiveDamage,item0,item1,item2,item3,item4,item5,item6
3959355349,G1aeNqjS4jHo3igmzqXh4XABkQcie9_LAU03xFmSiH9Ig0jlV11Ez6tiLFXodaAJ5VX6IdQjBAjprA,75,Nasus,blue,TOP,2,6,0,9309,2631,1492,6632,3105,0,1033,0,3158,3340
3959355349,BdhTtSfk_IeMbPgUJ_apzAlT-Gi1Q39hCH9V85U33pPOn-ce0W67gO029R1_BPR1Oej-zJO-l1kvHQ,60,Elise,blue,JUNGLE,5,8,7,1300,10553,7985,3152,1029,2421,1082,1052,3020,3364
3959355349,CtXCThGKfeQB3EyjMdp781sxYH-cj3MFK0TFB2ElIiIPwMDfGy8F6YvuYj8ufA5mpAte-Nbe5rbHLw,103,Ahri,blue,MIDDLE,4,5,5,2051,8662,4343,2033,3157,6656,1082,3158,0,3363
3959355349,RzYUOSnvexDLl-zyDPWscZcHfcDNtuw-T6-u9IV_uyYZyeVb1boZiEDj9Oyj-RCuM2JMnsSDn5wMcA,360,Samira,blue,MIDDLE,8,5,6,12210,2247,2424,3134,3036,3047,6673,0,1055,3340
3959355349,kB8Kx2ZR9jn4WktLC9fVresN_GVfRGVVTFi3-6rzU_Nsuwz2Ge2f9FRMJaWDZ_MXB0_L1Z7dDyuW-Q,40,Janna,blue,MIDDLE,1,5,10,678,3107,1957,2031,3853,6617,3916,4642,3158,3364
3959355349,Nuyj3Ya2TncgS0U2H0_cqytWIo3mStF98Xk9FP5IW8_fhjodSz3Ic19tMbv2IBH0GVmQsJwVuUECVw,67,Vayne,red,TOP,4,3,6,9886,0,9826,1055,1018,6677,3046,6673,3006,3363
3959355349,GNUGu0TvIozOQOZOuZwwKYJVGG7C-9GeKcMYwaSDTCrZwuvJR-zaYxRgHH2hZQZAc9h-hU4DYnoPGg,5,XinZhao,red,JUNGLE,6,3,14,12838,1257,22787,6631,2055,3111,3053,1031,1038,3340
3959355349,yFplPbuD19wR14oc7400HozJah5APF6FT0GINdpViHBYKVDZN7HPhrUZ-SRbPzwHBJAEtiaeYg2ABA,517,Sylas,red,MIDDLE,13,1,5,246,23209,13429,1082,3089,6656,3157,3158,0,3364
3959355349,Yme1_A-qT3H5VR2aGoOyvHfbGg8c2WoCTxav02GtrmBXKUsJsarkqYcnrcgJ_pI9go0IUFGT3FNrkA,429,Kalista,red,BOTTOM,6,6,4,11682,1936,6098,1055,3006,3067,3091,6632,3082,3363
3959355349,02Dx8giEesFFLLQUGc6EVaGum3AdNcTERLkuUG7LJ1vcpMgQUf3F7C378nylA1gRCq94YlMzAWXYlQ,12,Alistar,red,TOP,0,7,9,703,2996,2450,3190,3860,2055,3117,1011,0,3364
3958434137,7d_J3UFTHy2c6tfuoWqYrOSsmiYXThdEtK1pfd8d_ieQoKvcgwOKy2K-ezMLGT-tHJYrzLIcjL5-EA,58,Renekton,blue,NONE,1,2,1,9740,300,1930,2031,3047,1055,3044,1083,6631,3340
3958434137,fkDc0h0x9RN0PQpaOgfF8wBVCVeGRK4O2hM996_rvVgW0gdcNnuG8d30OwonuBp9iPU4_CLUJ8ikVQ,20,Nunu,blue,NONE,1,3,2,48,2773,1106,3068,0,1082,1001,2055,0,3364
3958434137,FOKVbmqwQfpNoutLYjo6S-j619AuY-CBnc05xWaMnG1X1qIMYaEYGg8vLRZAmrJ7eYQB5P3kxvwA3A,13,Ryze,blue,NONE,3,4,0,842,9986,1211,6656,3158,0,1082,1052,3070,3364
3958434137,0LsOEgMLKpZE4GDIuD7DPFLYR0k908gnBRUOuwEMthiqx_fx9xVzC5thk1iKx7GrhLgQ1vNpmJfoOQ,110,Varus,blue,NONE,1,5,5,8570,1967,1736,1001,2031,6693,1055,3133,3070,3340
3958434137,pmS8LzZ-hT4E9SvR3GiKqkwdb5I38meSpsxZHr11HW0qqKQaDb5BG6DqYug3K91zynuZMAPhqjoBag,526,Rell,blue,NONE,4,4,2,739,2098,299,3158,3859,2055,3190,0,0,3364
3958434137,DkylxzgPUEo2qUwOcBs3DvDyibibdahUJlf36khg2UI-j4VvKgzrI6hxOtgGKqiCGo66fzI2k2OEBA,8,Vladimir,red,NONE,2,2,3,778,8853,2963,3152,2031,1082,1054,3020,1058,3340
3958434137,HguMA8F2hKhapSs626xibyjpvw1pfmxeOsRhUzzAd4ephIaxbsnWTjm6caayKEp-eS2lpiIVa2o8ig,203,Kindred,red,NONE,9,0,1,11315,1252,34155,3086,2031,6672,3006,1036,1036,3364
3958434137,rR_3D6DkWNeITjrD2IOdb2LsFPCh2smM5_qYvdqJms22BhkRY5NbcCgajYbRX-7clPWjit2un40Erw,875,Sett,red,NONE,0,2,7,6564,0,5138,6631,1029,1054,1001,0,0,3364
3958434137,Kl-BbONAy59iREhvTNJLTaguL502FgOgNNcNoZdZ8AidvjJhHoQfVOaCGs0pNusdvirpNWtZKY2w1g,143,Zyra,red,NONE,4,2,2,928,6864,1331,3853,2055,6653,0,0,3020,3364
3958434137,PYAof_7_yXurKdCmjDJ4J91tKxEMYbQFvf2FvI0xHhfiE23glKIYMfdiq3_LqyRUvtIxvWFL5PeODA,145,Kaisa,red,NONE,3,4,4,5033,1635,4256,3086,6672,1055,3006,1036,1036,3364
